Mouse_ID,Ct_1,Ct_2,Ct_mean,Oocyts_1,Oocyst_2,Oocyst_mean,Oocyst_calculated ,Final_Oocyst_calculated 
AA_0111,8.42,35.76,22.09,74100000000000000,7.380E-15X,3.710E+16X,1475868.34880726,1475868
AA_0112,17.36,38.1,27.73,5500000,1.650E-17X,2.750E+6X,67017.8476962898,67018
AA_0113,13.17,0,0,308000000000,0,0,0,0
AA_0114,35.31,10.11,22.71,2.39E-014,9.150E+14X,4.570E+14X,1050578.65160242,1050579
AA_0115,12.31,0,0,2900000000000,0,0,0,0
AA_0117,22.05,0,0,25.9,0,0,0,0
AA_0118,33.71,32.66,33.18,1.560E-12X,2.450E-11X,1.300E-11X,3377.313908791,3377
AA_0119,29.83,29.74,29.78,3.960E-8X,4.970E-8X,4.460E-8X,21781.8738301108,21782
AA_0120,11.02,38.91,24.96,8.500E+13X,1.970E-18X,4.250E+13X,305994.968720719,305995
AA_0121,32.64,29.57,31.11,2.540E-11X,7.700E-8X,3.850E-8X,10505.7865160242,10506
AA_0122,0,0,0,0,0,0,0,0
AA_0123,8.7,39.65,24.18,3.610E+16X,2.830E-19X,1.800E+16X,469276.245934883,469276
AA_0124,0,0,0,0,0,0,0,0
AA_0125,9.39,0,0,5.920E+15X,0,0,0,0
AA_0126,0,0,0,0,0,0,0,0
AA_0127,10.75,0,0,1.700E+14X,0,0,0,0
AA_0128,37.92,35.19,36.55,2.620E-17X,3.300E-14X,1.650E-14X,532.3416865561,532
AA_0129,10.65,0,0,2.200E+14X,0,0,0,0
AA_0130,0,0,0,0,0,0,0,0
AA_0131,0,0,0,0,0,0,0,0
AA_0132,0,0,0,0,0,0,0,0
AA_0133,0,0,0,0,0,0,0,0
AA_0134,0,0,0,0,0,0,0,0
AA_0135,0,0,0,0,0,0,0,0
AA_0136,0,0,0,0,0,0,0,0
AA_0137,0,0,0,0,0,0,0,0
AA_0138,39.87,0,0,603,0,0,0,0
AA_0141,0,0,0,0,0,0,0,0
AA_0142,0,0,0,0,0,0,0,0
AA_0143,7.19,0,0,0,1.710E+9X,0,0,0
AA_0144,28.4,26.12,27.26,1.110E+5X,3.130E+5X,2.120E+5X,86715.2015985867,86715
AA_0145,0,0,0,0,0,0,0,0
AA_0146,0,0,0,0,0,0,0,0
AA_0147,0,0,0,0,0,0,0,0
AA_0148,0,0,0,0,0,0,0,0
AA_0149,0,0,0,0,0,0,0,0
AA_0150,36.44,0,0,1904,0,0,0,0
AA_0151,0,0,0,0,0,0,0,0
AA_0152,0,0,0,0,0,0,0,0
AA_0153,0,0,0,0,0,0,0,0
AA_0154,0,0,0,0,0,0,0,0
AA_0155,0,0,0,0,0,0,0,0
AA_0156,0,0,0,0,0,0,0,0
AA_0157,7.77,0,0,1.430E+9X,0,0,0,0
AA_0158,0,0,0,0,0,0,0,0
AA_0159,21.52,6.04,13.78,2.180E+6X,3.220E+9X,1.610E+9X,140481471.478233,140481471
AA_0160,26.85,0,0,1.750E+5X,0,0,0,0
AA_0161,13.26,0,0,1.070E+8X,0,0,0,0
AA_0162,0,0,0,0,0,0,0,0
AA_0163,0,0,0,0,0,0,0,0
AA_0164,0,0,0,0,0,0,0,0
AA_0165,4.79,0,0,9.870E+9X,0,0,0,0
AA_0166,35.4,36.08,35.74,1786,1266,1526,829.9417630748,830
AA_0167,30.69,29.92,30.31,19421,28723,24072,16289.3877726483,16289
AA_0168,6.76,0,0,3.640E+9X,0,0,0,0
AA_0169,29.54,29.66,29.6,34888,32750,33819,24040.9918350997,24041
AA_0170,0,0,0,0,0,0,0,0
AA_0171,31.31,29.36,30.33,14234,38122,26178,16111.7552927246,16112
AA_0172,8.12,39.36,23.74,1.830E+9X,240,9.150E+8X,597297.196310228,597297
AA_0173,7.61,36.76,22.18,2.370E+9X,893,1.190E+9X,1404814.71478233,1404815
AA_0174,7.17,12.41,9.79,2.960E+9X,2.070E+8X,1.580E+9X,1252042432.45385,1252042432
AA_0175,6.53,0,0,4.090E+9X,0,0,0,0
AA_0176,7.39,6.62,7.01,2.640E+9X,3.900E+9X,3.270E+9X,5748093310.1497,5748093310
AA_0177,6.76,0,0,3.640E+9X,0,0,0,0
AA_0178,7.39,0,0,2.640E+9X,0,0,0,0
AA_0179,10.5,39.9,25.2,5.460E+8X,182,2.730E+8X,268269.579527973,268270
AA_0180,7.71,0,0,2.250E+9X,0,0,0,0
AA_0181,4.96,10.08,7.52,9.060E+9X,6.760E+8X,4.870E+9X,4346055200.26271,4346055200
AA_0182,7.37,0,0,2.670E+9X,0,0,0,0
AA_0183,39.78,0,0,193,0,0,0,0
AA_0184,6.93,0,0,3.350E+9X,0,0,0,0
AA_0185,15.97,6.29,11.13,3.400E+7X,4.620E+9X,2.330E+9X,600580778.524112,600580779
AA_0186,0,0,0,0,0,0,0,0
AA_0187,0,0,0,0,0,0,0,0
AA_0188,0,0,0,0,0,0,0,0
AA_0189,0,0,0,0,0,0,0,0
AA_0190,9.92,0,0,7.340E+8X,0,0,0,0
AA_0191,5.19,0,0,8.060E+9X,0,0,0,0
AA_0192,7.73,0,0,2.220E+9X,0,0,0,0
AA_0193,6.81,0,0,3.550E+9X,0,0,0,0
AA_0194,6.7,0,0,3.760E+9X,0,0,0,0
AA_0195,0,0,0,0,0,0,0,0
AA_0196,0,0,0,0,0,0,0,0
AA_0197,0,0,0,0,0,0,0,0
AA_0198,0,0,0,0,0,0,0,0
AA_0199,0,0,0,0,0,0,0,0
AA_0200,9.76,0,0,7.970E+8X,0,0,0,0
AA_0201,6.45,0,0,4.250E+9X,0,0,0,0
AA_0202,38.91,0,0,300,0,0,0,0
AA_0203,36.98,0,0,800,0,0,0,0
AA_0203,0,0,0,0,0,0,0,0
AA_0205,33.75,0,0,375,0,0,0,0
AA_0206,0,0,0,0,0,0,0,0
AA_0207,31.82,30.67,31.24,1244,2561,1903,9783.0931901783,9783
AA_0208,38.05,38.74,38.4,25.5,16.6,21,193.0697728883,193
AA_0209,29.24,27.7,28.47,6242,16304,11273,44668.3592150963,44668
AA_0210,8.41,0,0,2.770E+9X,0,0,0,0
AA_0211,37.27,37.62,37.44,41.6,33.3,37.4,326.802758941,327
AA_0237,0,0,0,0,0,0,0,0
AA_0238,37.69,0,0,0,0,0,0,0
AA_0239,37.24,0,0,0,0,0,0,0
AA_0240,0,0,0,0,0,0,0,0
AA_0241,37.76,0,0,0,0,0,0,0
AA_0243,0,0,0,0,0,0,0,0
AA_0244,38.3,0,0,0,0,0,0,0
AA_0246,8.69,0,0,0,0,0,0,0
AA_0247,5.99,0,0,0,0,0,0,0
AA_0248,30.46,0,0,0,0,0,0,0
AA_0249,36.74,0,0,0,0,0,0,0
AA_0250,30.28,31.31,30.79,0,0,0,12520.4243245385,12520
AA_0251,37.53,36.45,36.99,0,0,0,418.2428944333,418
AA_0252,0,0,0,0,0,0,0,0
AA_0255,0,0,0,0,0,0,0,0
AA_0256,30.48,30.08,30.28,0,0,0,16559.5152348191,16560
AA_0257,36.03,38.29,37.16,0,0,0,381.0240429946,381
AA_0258,34.47,0,0,0,0,0,0,0
AA_0259,37.08,36.1,36.59,0,0,0,520.7948328595,521
AA_0260,0,0,0,0,0,0,0,0
AA_0261,0,0,0,0,0,0,0,0
AA_0263,35.8,0,0,0,0,0,0,0
AA_0264,0,0,0,0,0,0,0,0
AA_0265,0,0,0,0,0,0,0,0
AA_0266,32.85,32.77,32.81,0,0,0,4136.8204023885,4137
AA_0268,0,0,0,0,0,0,0,0
AA_0269,31.84,32.23,32.03,0,0,0,6344.2597002683,6344
AA_0270,39.24,0,0,0,0,0,0,0
AA_0271,35.55,0,0,0,0,0,0,0
AA_0272,35.87,33.29,34.58,0,0,0,1567.610252665,1568
AA_0272,0,0,34.58,0,0,0,1567.610252665,1568
AA_0273,34.8,0,0,0,0,0,0,0
AA_0274,0,0,0,0,0,0,0,0
AA_0275,0,0,0,0,0,0,0,0
AA_0276,0,0,0,0,0,0,0,0
AA_0277,38,0,0,0,0,0,0,0
AA_0278,37.88,28.21,33.04,0,0,0,3646.7396740965,3647
AA_0279,0,0,0,0,0,0,0,0
AA_0280,0,0,0,0,0,0,0,0
AA_0281,0,0,0,0,0,0,0,0
AA_0282,29.71,27.9,28.8,0,0,0,37275.9372031494,37276
AA_0283,27.1,28.53,27.81,0,0,0,64142.0531223692,64142
AA_0284,34.9,37.11,36.01,0,0,0,715.7509032583,716
AA_0285,32.33,35.16,33.74,0,0,0,2484.4948178809,2484
AA_0286,28.94,29.96,29.45,0,0,0,26101.5721568254,26102
AA_0288,36.98,0,0,0,0,0,0,0
AA_0289,0,0,0,0,0,0,0,0
AA_0290,0,0,0,0,0,0,0,0
AA_0290,38.86,0,0,0,0,0,0,0
AA_0291,38.37,0,0,0,0,0,0,0
AA_0291,31.28,30.75,31.01,0,0,0,11097.830699315,11098
AA_0292,35.35,34.45,34.9,0,0,0,1315.3690504364,1315
AA_0295,37.48,15.35,26.41,0,0,0,138189.8643367,138190
AA_0296,35.44,32.84,34.14,0,0,0,1995.2623149689,1995
AA_0297,12.05,0,0,0,0,0,0,0
AA_0298,0,0,0,0,0,0,0,0
AA_0299,19.71,0,0,0,0,0,0,0
AA_0300,0,0,0,0,0,0,0,0
AA_0301,0,0,0,0,0,0,0,0
AA_0303,6.9,0,0,0,0,0,0,0
AA_0304,7.97,0,0,0,0,0,0,0
AA_0304,0,0,0,0,0,0,0,0
AA_0305,7.96,0,0,0,0,0,0,0
AA_0306,0,0,0,0,0,0,0,0
AA_0307,8.94,0,0,0,0,0,0,0
AA_0308,36.37,35.94,36.15,0,0,0,662.8703161826,663
AA_0309,0,0,0,0,0,0,0,0
AA_0310,30.54,30.43,30.49,0,0,0,14758.6834880727,14759
AA_0311,0,0,0,0,0,0,0,0
AA_0312,36.68,0,0,0,0,0,0,0
AA_0313,36.92,38.31,37.62,0,0,0,296.0932939627,296
AA_0314,7.48,0,0,0,0,0,0,0
AA_0315,0,0,0,0,0,0,0,0
AA_0316,30.06,0,0,0,0,0,0,0
AA_0317,36.79,34.76,35.78,0,0,0,811.9397610581,812
AA_0318,32.22,30.39,31.31,0,0,0,9414.765859679,9415
AA_0319,9.13,0,0,0,0,0,0,0
AA_0322,7.5,37.68,22.59,0,0,0,1122018.45430196,1122018
AA_0323,6.53,0,0,0,0,0,0,0
AA_0324,6.19,0,0,0,0,0,0,0
AA_0325,7.48,37.9,22.69,0,0,0,1062161.30587245,1062161
AA_0326,31.84,30.76,31.3,0,0,0,9466.5226030819,9467
AA_0327,36.63,36.73,36.68,0,0,0,495.7218881853,496
AA_0328,0,0,0,0,0,0,0,0
AA_0333,31.44,29.97,30.71,0,0,0,13081.7747426019,13082
AA_0337,29.34,28.29,28.82,0,0,0,36869.4506451957,36869
AA_0338,0,0,0,0,0,0,0,0
AA_0339,9.14,0,0,0,0,0,0,0
AA_0340,35.71,0,0,0,0,0,0,0
AA_0342,11.87,0,0,0,0,0,0,0
AA_0343,0,0,0,0,0,0,0,0
AA_0344,37.2,0,0,0,0,0,0,0
AA_0345,34.37,32.61,33.49,0,0,0,2849.4556691729,2849
AA_0346,0,0,0,0,0,0,0,0
AA_0347,32.04,30.24,31.14,0,0,0,10334.4106388056,10334
AA_0348,36.6,33.73,35.16,0,0,0,1140.6249238513,1141
AA_0350,38.33,0,0,0,0,0,0,0
AA_0351,9.04,39.14,24.09,0,0,0,493011.605683316,493012
AA_0352,29.81,30.55,30.18,0,0,0,17492.7118743984,17493
AA_0353,0,0,0,0,0,0,0,0
AA_0354,37.41,37.22,37.31,0,0,0,350.9442209677,351
AA_0355,0,0,0,0,0,0,0,0
AA_0356,0,0,0,0,0,0,0,0
AA_0356,0,0,0,0,0,0,0,0
AA_0357,0,0,0,0,0,0,0,0
AA_0358,0,0,0,0,0,0,0,0
AA_0359,0,0,0,0,0,0,0,0
AA_0360,33.07,32.92,32.99,0,0,0,3748.0857978205,3748
AA_0365,0,0,0,0,0,0,0,0
AA_0366,0,0,0,0,0,0,0,0
AA_0367,0,0,0,0,0,0,0,0
AA_0368,35.86,0,35.73,0,0,0,834.5042857664,835
AA_0368,35.6,0,35.73,0,0,0,834.5042857664,835
AA_0369,30.42,29.04,29.73,0,0,0,22387.2113856834,22387
AA_0369,0,0,29.73,0,0,0,22387.2113856834,22387
AA_0370,0,0,0,0,0,0,0,0
AA_0371,33.18,31.57,32.37,0,0,0,5265.3660810449,5265
AA_0372,33.7,32.45,33.07,0,0,0,3587.2521517027,3587
AA_0374,32.48,33.02,32.75,0,0,0,4275.1600777272,4275
AA_0375,33.46,31.15,32.3,0,0,0,5471.3593326709,5471
AA_0376,33.34,32.16,32.75,0,0,0,4275.1600777272,4275
AA_0377,0,0,0,0,0,0,0,0
AA_0378,0,0,0,0,0,0,0,0
AA_0379,23.03,0,0,0,0,0,0,0
AA_0380,32.74,30.09,31.42,0,0,0,8863.7816192576,8864
AA_0381,0,0,0,0,0,0,0,0
AA_0383,0,0,0,0,0,0,0,0
AA_0384,23.86,0,0,0,0,0,0,0
AA_0385,0,0,0,0,0,0,0,0
AA_0387,0,0,0,0,0,0,0,0
AA_0388,35.55,35.89,35.72,0,0,0,839.0918904748,839
AA_0390,0,0,0,0,0,0,0,0
AA_0392,0,0,0,0,0,0,0,0
AA_0393,34.97,34.87,34.92,0,0,0,1301.0252169108,1301
AA_0393,0,0,34.92,0,0,0,1301.0252169108,1301
AA_0394,32,32.64,32.32,0,0,0,5411.6952654646,5412
AA_0395,0,0,0,0,0,0,0,0
AA_0397,0,0,0,0,0,0,0,0
AA_0398,0,0,0,0,0,0,0,0
AA_0399,31.7,32.5,32.1,0,0,0,6105.4022965853,6105
AA_0401,31.55,33.43,32.49,0,0,0,4930.1160568332,4930
AA_0402,30.91,32.99,31.95,0,0,0,6628.7031618265,6629
AA_0403,38.29,34.01,36.15,0,0,0,662.8703161826,663
AA_0404,33.77,0,0,0,0,0,0,0
AA_0405,38.23,0,0,0,0,0,0,0
AA_0406,0,0,0,0,0,0,0,0
AA_0407,33.05,32.95,33,0,0,0,3727.5937203149,3728
AA_0408,36.83,33.34,35.08,0,0,0,1191.7645866344,1192
AA_0409,33.91,32.35,33.13,0,0,0,3471.1724519951,3471
AA_0410,0,0,0,0,0,0,0,0
AA_0411,0,0,0,0,0,0,0,0
AA_0412,0,0,0,0,0,0,0,0
AA_0413,0,0,0,0,0,0,0,0
AA_0422,0,0,0,0,0,0,0,0
AA_0423,0,0,0,0,0,0,0,0
AA_0423a,0,0,0,0,0,0,0,0
AA_0424,0,0,0,0,0,0,0,0
AA_0425,0,0,0,0,0,0,0,0
AA_0426,0,0,0,0,0,0,0,0
AA_0427,22.64,0,0,0,0,0,0,0
AA_0428,0,0,0,0,0,0,0,0
AA_0429,0,0,0,0,0,0,0,0
AA_0430,0,0,0,0,0,0,0,0
AA_0431,0,0,0,0,0,0,0,0
AA_0432,0,0,0,0,0,0,0,0
AA_0434,17.74,0,0,0,0,0,0,0
AA_0435,0,0,0,0,0,0,0,0
AA_0436,0,0,0,0,0,0,0,0
AA_0437,0,0,0,0,0,0,0,0
AA_0438,0,0,0,0,0,0,0,0
AA_0439,0,0,0,0,0,0,0,0
AA_0440,0,0,0,0,0,0,0,0
AA_0441,39.24,0,0,0,0,0,0,0
AA_0442,0,0,0,0,0,0,0,0
AA_0443,8.48,37.64,23.06,0,0,0,867152.015985869,867152
AA_0444,0,0,0,0,0,0,0,0
AA_0445,31.89,31.12,31.51,0,0,0,8437.047150861,8437
AA_0446,0,0,0,0,0,0,0,0
AA_0448,0,0,0,0,0,0,0,0
AA_0449,0,0,0,0,0,0,0,0
AA_0450,6.78,0,0,0,0,0,0,0
AA_0451,0,0,0,0,0,0,0,0
AA_0452,0,0,0,0,0,0,0,0
AA_0453,0,0,0,0,0,0,0,0
AA_0454,22.44,0,0,0,0,0,0,0
AA_0455,0,0,0,0,0,0,0,0
AA_0456,0,0,0,0,0,0,0,0
AA_0457,0,0,0,0,0,0,0,0
AA_0458,33.97,30.6,32.28,0,0,0,5531.6811976172,5532
AA_0459,0,0,0,0,0,0,0,0
AA_0460,0,0,0,0,0,0,0,0
AA_0461,0,0,0,0,0,0,0,0
AA_0462,0,0,0,0,0,0,0,0
AA_0463,0,0,0,0,0,0,0,0
AA_0465,0,0,0,0,0,0,0,0
AA_0466,0,0,0,0,0,0,0,0
AA_0467,0,0,0,0,0,0,0,0
AA_0468,22.98,0,0,0,0,0,0,0
AA_0469,0,0,0,0,0,0,0,0
AA_0470,0,0,0,0,0,0,0,0
AA_0471,0,0,0,0,0,0,0,0
AA_0489,0,0,0,0,0,0,0,0
AA_0490,0,0,0,0,0,0,0,0
AA_0491,0,0,0,0,0,0,0,0
AA_0498,30.2,0,0,0,0,0,0,0
AA_0499,28.79,0,0,0,0,0,0,0
AA_0502,0,0,0,0,0,0,0,0
AA_0506,35.37,0,0,0,0,0,0,0
AA_0511,0,0,0,0,0,0,0,0
AA_0512,0,0,0,0,0,0,0,0
AA_0513,0,0,0,0,0,0,0,0
AA_0514,0,0,0,0,0,0,0,0
AA_0515,0,0,0,0,0,0,0,0
AA_0517,0,0,0,0,0,0,0,0
AA_0518,0,0,0,0,0,0,0,0
AA_0519,34.06,33.24,33.65,0,0,0,2610.1572156825,2610
AA_0520,0,0,0,0,0,0,0,0
AA_0521,29.61,27.73,28.67,0,0,0,40029.5725317398,40030
AA_0522,0,0,0,0,0,0,0,0
AA_0523,26.85,25.53,26.19,0,0,0,155903.958685609,155904
AA_0524,0,0,0,0,0,0,0,0
AA_0525,0,0,0,0,0,0,0,0
AA_0526,0,0,0,0,0,0,0,0
AA_0527,0,0,0,0,0,0,0,0
AA_0528,0,0,0,0,0,0,0,0
AA_0529,0,0,0,0,0,0,0,0
AA_0530,0,0,0,0,0,0,0,0
AA_0531,0,0,0,0,0,0,0,0
AA_0532,0,0,0,0,0,0,0,0
AA_0533,0,0,0,0,0,0,0,0
AA_0534,31.71,32.17,31.94,15850,12598,14224,6665.1438013234,6665
AA_0535,38.85,0,0,463,0,0,0,0
AA_0536,19.21,0,0,7.710E+6X,0,0,0,0
AA_0536,0,0,0,0,0,0,0,0
AA_0537,32.4,32.63,32.52,11255,10055,10655,4849.6934285282,4850
AA_0538,0,0,0,0,0,0,0,0
AA_0539,0,0,0,0,0,0,0,0
AA_0540,0,0,0,0,0,0,0,0
AA_0541,0,0,0,0,0,0,0,0
AA_0542,0,0,0,0,0,0,0,0
AA_0543,0,0,0,0,0,0,0,0
AA_0544,0,0,0,0,0,0,0,0
AA_0545,33.85,0,33.67,4264,5113,4688,2581.693979023,2582
AA_0546,30.7,0,30.68,21700,22281,21991,13298.710250629,13299
AA_0547,0,0,0,0,0,0,0,0
AA_0548,34.25,0,0,3456,0,0,0,0
AA_0548,0,0,0,0,0,0,0,0
AA_0549,0,0,0,0,0,0,0,0
AA_0550,0,0,0,0,0,0,0,0
AA_0551,0,0,0,0,0,0,0,0
AA_0552,0,0,0,0,0,0,0,0
AA_0553,34.06,34.88,34.47,3825,2501,3163,1665.0549530697,1665
AA_0554,30.65,30.93,30.79,22300,19338,20819,12520.4243245385,12520
AA_0556,0,0,0,0,0,0,0,0
AA_0557,33.83,34.25,34.04,4295,3469,3882,2107.7035344735,2108
AA_0558,0,0,0,0,0,0,0,0
AA_0559,34.1,35.16,34.63,3219,1840,2529,1525.222956539,1525
AA_0560,0,0,0,0,0,0,0,0
AA_0561,0,0,0,0,0,0,0,0
AA_0562,0,0,0,0,0,0,0,0
AA_0564,0,0,0,0,0,0,0,0
AA_0565,0,0,0,0,0,0,0,0
AA_0566,37.98,0,0,420,0,0,0,0
AA_0566,36.85,0,0,1033,0,0,0,0
AA_0566,0,0,0,0,0,0,0,0
AA_0567,18.89,0,0,9.330E+6X,0,0,0,0
AA_0568,0,0,0,0,0,0,0,0
AA_0569,39.43,0,0,196,0,0,0,0
AA_0569,0,0,0,0,0,0,0,0
AA_0569,0,0,0,0,0,0,0,0
AA_0570,36.39,16.76,26.57,969,0,1.430E+7X,126584.62296321,126585
AA_0570,0,0,0,0,0,0,0,0
AA_0571,30.77,31.15,30.96,18397,0,16758,11406.2492385132,11406
AA_0572,0,0,0,0,0,0,0,0
AA_0573,0,0,0,0,0,0,0,0
AA_0574,0,0,0,0,0,0,0,0
AA_0575,0,0,0,0,0,0,0,0
AA_0576,0,0,0,0,0,0,0,0
AA_0577,0,0,0,0,0,0,0,0
AA_0578,0,0,0,0,0,0,0,0
AA_0578,29.2,29.3,29.25,54202,0,52949,29126.3265490874,29126
AA_0579,36.27,0,0,1485,0,0,0,0
AA_0579,35.47,0,0,1707,0,0,0,0
AA_0579,36.75,0,0,1619,0,0,0,0
AA_0580,34.38,34.05,34.21,3897,4600,4249,1920.1419386388,1920
AA_0581,0,0,0,0,0,0,0,0
AA_0582,0,0,0,0,0,0,0,0
AA_0583,0,0,0,0,0,0,0,0
AA_0584,0,0,0,0,0,0,0,0
AA_0585,34.62,34.59,34.6,3444,3504,3474,1550.5157798326,1551
AA_0586,0,0,0,0,0,0,0,0
AA_0587,0,0,0,0,0,0,0,0
AA_0588,0,0,0,0,0,0,0,0
AA_0589,32.26,32.55,32.4,11431,9888,10660,5179.4746792312,5179
AA_0590,0,0,0,0,0,0,0,0
AA_0591,0,0,0,0,0,0,0,0
AA_0592,0,0,0,0,0,0,0,0
AA_0593,0,0,0,0,0,0,0,0
AA_0594,0,0,0,0,0,0,0,0
AA_0595,0,0,0,0,0,0,0,0
AA_0596,0,0,0,0,0,0,0,0
AA_0597,22.55,0,0,1.400E+6X,0,0,0,0
AA_0598,0,0,0,0,0,0,0,0
AA_0599,0,0,0,0,0,0,0,0
AA_0600,0,0,0,0,0,0,0,0
AA_0601,32.57,34.23,33.4,9114,3939,6527,2993.5772947205,2994
AA_0601,33.02,32.66,32.84,6123,7378,6750,4069.3384271671,4069
AA_0602,0,0,0,0,0,0,0,0
AA_0603,0,0,0,0,0,0,0,0
AA_0604,0,0,0,0,0,0,0,0
AA_0605,0,0,0,0,0,0,0,0
AA_0606,0,0,0,0,0,0,0,0
AA_0607,0,0,0,0,0,0,0,0
AA_0608,0,0,0,0,0,0,0,0
AA_0609,0,0,0,0,0,0,0,0
AA_0610,0,0,0,0,0,0,0,0
AA_0612,0,0,0,0,0,0,0,0
AA_0613,0,0,0,0,0,0,0,0
AA_0614,19.14,0,0,7.770E+6X,0,0,0,0
AA_0614,8.44,0,0,2.270E+9X,0,0,0,0
AA_0615,0,0,0,0,0,0,0,0
AA_0616,0,0,0,0,0,0,0,0
AA_0617,37.09,0,0,800,0,0,0,0
AA_0617,0,0,0,0,0,0,0,0
AA_0618,5.08,0,0,1.040E+10X,1.040E+10X,1.040E+10X,0,0
AA_0618,0,0,0,0,0,0,0,0
AA_0619,0,0,0,0,0,0,0,0
AA_0620,0,0,0,0,0,0,0,0
AA_0621,0,0,0,0,0,0,0,0
AA_0622,0,0,0,0,0,0,0,0
AA_0623,0,0,0,0,0,0,0,0
AA_0624,38.11,0,0,657,0,0,0,0
AA_0624,32.94,0,0,6374,0,0,0,0
AA_0624,0,0,0,0,0,0,0,0
AA_0625,0,0,0,0,0,0,0,0
AA_0626,0,0,0,0,0,0,0,0
AA_0627,0,0,0,0,0,0,0,0
AA_0628,0,0,0,0,0,0,0,0
AA_0629,0,0,0,0,0,0,0,0
AA_0630,0,0,0,0,0,0,0,0
AA_0632,0,0,0,0,0,0,0,0
AA_0633,0,0,0,0,0,0,0,0
AA_0634,39.04,0,0,414,0,0,0,0
AA_0634,0,0,0,0,0,0,0,0
AA_0635,0,0,0,0,0,0,0,0
AA_0635,7.61,0,0,3.500E+9X,0,0,0,0
AA_0636,0,0,0,0,0,0,0,0
AA_0637,0,0,0,0,0,0,0,0
AA_0638,37.25,0,0,1002,0,0,0,0
AA_0638,0,0,0,0,0,0,0,0
AA_0639,0,0,0,0,0,0,0,0
AA_0640,0,0,0,0,0,0,0,0
AA_0641,0,0,0,0,0,0,0,0
AA_0642,4.23,0,0,2.050E+10X,0,0,0,0
AA_0643,0,0,0,0,0,0,0,0
AA_0644,35.67,0,0,1875,0,0,0,0
AA_0644,35.61,0,0,1581,0,0,0,0
